id,label,bandit_high,bandit_medium,bandit_low,bandit_conf_high,bandit_conf_medium,bandit_conf_low,semgrep_high,semgrep_medium,semgrep_low,total_bandit,total_semgrep
docs/conf.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/aliases/aliases.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/colors/colors.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/completion/completion.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/complex/complex/cli.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/imagepipe/imagepipe.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/inout/inout.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/naval/naval.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/repo/repo.py,0,0,0,0,0,0,0,0,0,0,0,0
examples/termui/termui.py,0,0,0,2,2,0,0,0,0,0,2,0
examples/validation/validation.py,0,0,0,0,0,0,0,0,0,0,0,0
src/click/_compat.py,0,0,0,4,4,0,0,0,0,0,4,0
src/click/_termui_impl.py,0,0,0,13,12,1,0,1,0,0,13,1
src/click/_textwrap.py,0,0,0,0,0,0,0,0,0,0,0,0
src/click/_utils.py,0,0,0,0,0,0,0,0,0,0,0,0
src/click/_winconsole.py,0,0,0,2,2,0,0,0,0,0,2,0
src/click/decorators.py,0,0,0,4,4,0,0,0,0,0,4,0
src/click/exceptions.py,0,0,0,0,0,0,0,0,0,0,0,0
src/click/formatting.py,0,0,0,0,0,0,0,0,0,0,0,0
src/click/globals.py,0,0,0,0,0,0,0,0,0,0,0,0
src/click/parser.py,0,0,0,1,1,0,0,0,1,0,1,1
src/click/shell_completion.py,0,0,0,2,2,0,0,0,0,0,2,0
src/click/testing.py,0,0,0,3,3,0,0,0,0,0,3,0
src/click/utils.py,0,0,0,1,1,0,0,0,0,0,1,0
tests/typing/typing_aliased_group.py,0,0,0,1,1,0,0,0,0,0,1,0
